Temperature,Humidity,Storage_Days,Spoilage_Label,Grain_Type,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall
26.27256571,88.79648184,10,Spoiled,1,0.759344353,11.19140672,152.4006729,1,15.78747947,2.740107486
30.61406194,76.90408473,26,Spoiled,1,1.151647992,13.48831907,89.91520528,0,18.95040877,3.963517029
39.79001596,77.70503809,16,Spoiled,1,1.244370986,11.10603599,135.4245888,0,19.2446571,3.38670923
36.30067278,83.52461159,10,Spoiled,1,1.159867361,10.35590231,174.8586563,0,12.95807973,0.122134415
32.38937656,87.23794782,7,Risky,1,1.353787987,13.4124445,86.5422188,0,18.82716587,4.607288681
39.43258823,89.97654903,17,Spoiled,1,1.263328839,19.88840541,96.55563337,0,15.55583982,3.967687011
28.35393758,84.83013801,21,Spoiled,1,0.50312348,12.48604885,76.21719273,0,12.00321235,0.10993261
25.64739868,85.14062245,5,Spoiled,1,0.707381492,10.97366894,60.09269194,1,15.08989116,1.825469601
39.89447194,76.70373542,25,Spoiled,1,0.865373955,10.06982262,144.9768012,1,14.56569732,1.712376096
39.53953803,81.91254595,15,Spoiled,1,1.12620015,18.18869271,157.9082233,0,12.18746364,2.944680113
33.76471468,62.9834332,21,Spoiled,1,1.357741053,12.33567361,85.25469482,0,16.84811066,0.132234513
38.51737016,64.65846139,13,Spoiled,1,0.659326298,10.6818662,147.8421669,0,16.56250006,1.677786008
26.16601955,68.53976175,23,Spoiled,1,0.932786331,10.60226945,194.8172952,1,12.84904015,0.354580957
39.79316117,84.53334598,17,Spoiled,1,0.145420824,12.98066201,125.431328,0,13.28570679,3.856615716
35.27096759,65.20782475,16,Spoiled,1,0.895164016,16.34906659,74.55934368,0,17.11509137,4.142651298
27.43925409,65.95291124,23,Spoiled,1,0.514900659,11.23846027,94.91346872,1,13.03229127,3.941376041
37.33805864,71.34410187,12,Risky,1,1.246236321,19.09429504,90.75763983,1,14.19764026,3.5433836
39.2469987,74.31620371,12,Risky,1,1.476994089,11.90128766,172.3933684,1,19.1020122,1.074273032
25.67828005,57.83111943,17,Safe,1,0.173871361,18.59645345,112.424142,1,12.24970848,2.542694457
37.63178385,54.05683314,27,Spoiled,1,1.248974625,18.8819135,189.3145132,0,15.54188742,4.288827742
32.0303974,60.27106271,19,Spoiled,1,0.591146753,12.84184296,176.4418224,1,13.96799792,0.654656261
37.19351514,62.45230797,8,Spoiled,1,0.218563679,11.59879763,104.1824088,0,13.55031304,4.126542012
36.53481123,66.54196406,9,Spoiled,1,0.409734175,15.03345131,130.2199199,0,16.58793411,2.322913822
39.17148595,54.87544373,23,Spoiled,1,0.633387783,17.96440562,199.433674,1,13.72195056,3.721841022
39.31076541,78.36185047,5,Spoiled,1,0.524600247,10.87446502,139.3122202,1,13.8724622,2.312284085
35.07551027,60.26251135,19,Spoiled,1,1.407249192,10.39811439,140.645663,0,17.23388624,2.31309636
35.07359793,72.00906169,13,Risky,1,0.765834669,13.52327054,64.03391104,0,17.55090674,0.898989067
32.80245252,88.05613369,23,Spoiled,1,1.018973445,13.92217793,85.47123684,0,14.14219452,3.764930965
27.01022843,74.43923955,23,Spoiled,1,0.262901879,13.81616499,193.9618582,1,12.33760375,0.246368268
35.56119652,64.13685517,11,Spoiled,1,0.207524268,11.92016085,164.3541821,1,18.08371685,1.586276082
27.04557213,81.22102061,24,Spoiled,1,0.870928731,19.3806414,51.29285039,1,19.56619774,2.654295171
33.8487653,66.94953015,6,Risky,1,1.240539407,16.2543345,118.3092358,0,17.63594909,4.063465217
30.88366068,76.70199597,10,Spoiled,1,0.956563428,18.08268211,127.7023023,1,15.63077251,0.663019954
30.22383201,68.07070715,12,Risky,1,0.248224045,13.13703125,157.7102242,0,15.84107952,2.585604441
30.94814173,79.4749498,13,Spoiled,1,1.046152095,11.48506782,84.95284466,0,16.63303843,3.949323105
34.3313005,84.5118831,16,Spoiled,1,1.021423754,15.96467075,171.9713007,1,13.51262123,3.091731535
32.3817444,74.28376144,17,Spoiled,1,1.25822301,12.37483305,174.490939,1,16.83339151,3.717721348
32.38927141,73.77905341,21,Spoiled,1,1.331062302,16.96079862,150.3902438,0,15.22228427,1.134185512
28.60218428,55.4575901,28,Spoiled,1,0.803398202,12.04087661,80.63847019,0,15.4478645,2.574637544
26.92068758,67.1279846,25,Spoiled,1,0.408624406,11.80158648,199.3467765,0,16.4892017,4.262693704
27.08240759,77.69744605,15,Spoiled,1,1.40802576,18.83683968,122.8828409,1,14.60334625,2.457571129
30.18500925,54.16438598,7,Risky,1,0.981748916,10.25348604,170.122715,0,14.29007228,2.975231725
38.45182615,78.97355269,17,Spoiled,1,0.664494886,16.90046888,117.6695105,0,15.39046548,0.450978501
35.01336608,60.96642666,13,Spoiled,1,0.843811626,10.55740854,137.9353248,0,12.19757838,0.448158867
27.88433528,53.42632998,10,Safe,1,0.699841065,12.40803816,78.84736592,1,16.29262552,3.57831326
25.61302924,85.76763499,16,Spoiled,1,1.12409505,13.86807242,119.5904395,0,14.2257375,3.940798941
27.53402595,57.67469299,6,Safe,1,1.254260125,10.80580812,86.87278805,1,12.49286388,3.520521804
27.65515726,59.06625609,7,Safe,1,1.266101602,12.97977235,100.311022,1,19.16027087,2.249563905
31.91168152,70.76239164,13,Risky,1,0.703822389,10.06047043,144.7316568,1,12.52480612,2.495180865
28.09500578,52.70450254,27,Spoiled,1,0.63065668,14.83860219,131.4410667,0,17.5249225,4.657675246
38.10367936,63.32007652,28,Spoiled,1,0.555295675,15.46677265,74.68490876,1,16.77693296,1.899799761
38.81308601,76.77947821,11,Spoiled,1,0.15497718,18.84478728,110.9498346,1,15.39348045,2.24242614
37.0930192,72.31133669,9,Risky,1,1.469696702,11.95458,112.8385437,0,18.60107901,2.260914697
36.22389536,79.22602041,11,Spoiled,1,1.452046094,11.66229362,127.5908255,1,15.88204483,0.667577757
27.76781529,68.60822449,8,Risky,1,0.653217416,19.16489151,62.63195168,1,16.34724682,0.239788662
28.14023985,52.4056937,9,Risky,1,1.119719196,13.27838199,197.6863845,1,14.4380873,3.877047573
30.55708154,72.49187264,28,Spoiled,1,0.584128538,13.72082255,149.9610957,0,13.45446773,2.853415875
28.78655417,68.01483745,22,Spoiled,1,1.486465225,10.49605908,86.81816938,0,15.75341997,0.651703618
32.67516163,76.59646898,19,Spoiled,1,1.023308374,12.26978539,151.0129593,1,14.47705448,4.929292202
32.989259,65.97263663,10,Risky,1,0.353656591,13.421326,99.63721487,1,15.68082101,2.938516142
28.63705755,56.09664053,9,Risky,1,0.971854765,19.61550732,87.24312194,0,13.54757782,0.320217619
30.65926245,87.08003872,6,Spoiled,1,0.530102984,14.890484,108.408467,1,12.18437671,4.807498396
25.30106797,71.59828521,20,Spoiled,1,0.865041958,13.51649872,159.8919049,1,19.1739724,1.233737103
28.1717201,70.83831909,28,Spoiled,1,0.324315841,15.68955483,81.81218562,1,13.82027102,0.110672255
38.35790921,80.21081682,5,Spoiled,1,1.16019617,13.41849042,111.6690917,0,17.11410307,1.350292331
36.83756858,81.28112351,17,Spoiled,1,0.650345471,13.63255352,181.9089585,0,17.15805381,2.081085155
33.80261677,60.5245028,28,Spoiled,1,0.943429219,17.41627287,51.06377192,0,14.04816938,4.293360275
29.25663859,72.15208963,8,Risky,1,1.268926088,10.51263459,73.94995241,1,15.49718484,0.575054684
34.68875862,65.87926068,26,Spoiled,1,0.289643352,16.7375623,142.4436123,1,16.83203998,2.207736444
34.08662229,86.77567893,22,Spoiled,1,0.687478336,16.34744141,105.3087733,1,15.23764699,1.909900227
28.68936593,58.34042057,14,Risky,1,0.650053152,12.04064389,192.0729404,1,14.93822161,4.507429256
27.4102206,87.22380859,9,Spoiled,1,0.140113399,12.91911173,110.9694077,1,19.31051618,1.351916177
27.79850536,54.65465592,9,Safe,1,0.916553349,17.48608709,165.7754053,0,14.94636374,4.017708884
37.98260689,77.79804356,19,Spoiled,1,0.480088804,12.52172877,93.37255017,1,15.18600188,4.366271783
27.56331381,75.63888309,17,Spoiled,1,0.869815988,12.05980036,72.48638799,1,12.10212341,3.250462256
35.0296483,82.89922255,20,Spoiled,1,0.170802345,10.00943415,130.6371707,0,18.97241485,3.268282382
38.94063984,55.30098691,26,Spoiled,1,0.696569733,10.39265052,136.3688707,0,15.5739162,4.781105868
33.3514434,84.48057929,8,Risky,1,1.265308956,19.77283823,146.7725125,0,14.74373216,0.015104357
29.1996864,69.48247675,9,Risky,1,0.414045982,16.6331071,194.0550162,1,15.51572299,4.638957397
36.542394,74.25011751,13,Risky,1,0.416510699,18.39099699,56.68821391,1,15.97058217,4.660669577
29.85518855,56.99354509,17,Spoiled,1,1.402557788,11.531445,52.10217763,1,17.42928075,3.828816605
31.38154658,70.10264306,6,Risky,1,0.23350529,17.28116437,135.028765,0,15.36717223,0.45741479
27.01622015,70.24567451,25,Spoiled,1,0.841916822,18.15745381,122.7935951,1,13.70280069,0.850713701
35.22254083,76.0080437,11,Spoiled,1,0.308949258,18.69649685,73.58058253,1,16.45454688,0.766824137
36.4034179,56.08099413,8,Spoiled,1,0.475444115,10.88134431,194.3507086,0,19.57102923,3.666639544
27.71849599,54.85539758,21,Safe,1,1.340520552,10.41497326,69.87059845,0,14.28195474,4.779594
33.6170967,77.68645367,12,Risky,1,0.421991256,18.57934914,63.42096842,1,12.45105483,4.230969331
36.92900968,89.86787415,28,Spoiled,1,1.041337381,19.53120114,178.4230433,0,16.48278939,0.783814738
27.45483914,74.60877753,9,Risky,1,1.042328983,19.30165203,63.60813241,0,14.83876579,2.687084693
27.46398697,62.25014483,11,Safe,1,1.254090626,15.27587973,89.40432155,1,16.90147476,0.112521637
32.84598137,67.04333536,9,Risky,1,1.133131326,17.26084851,157.9995204,0,17.12386635,3.400230282
30.38245726,55.22841507,21,Spoiled,1,0.604664307,11.21302998,65.17484294,1,14.07559337,3.175784944
30.88667661,67.99138595,8,Risky,1,0.478901519,15.32470908,103.4100949,1,12.95417338,0.090160049
37.24899159,57.78490047,26,Spoiled,1,0.213721489,15.64416588,168.3370944,0,13.79665906,2.785237931
31.58702363,64.71037404,23,Spoiled,1,1.489614514,16.00583197,85.05356732,0,16.00158348,3.936744242
28.48319043,66.64615993,19,Spoiled,1,0.90892987,19.22603757,179.9893533,1,15.14945509,4.390575985
30.75836832,50.76769107,26,Spoiled,1,0.50521533,15.91716969,69.06657363,1,12.48973327,3.370960583
33.15329292,60.39252835,25,Spoiled,1,0.754753697,11.92023369,114.1312783,0,16.72732874,4.021305772
39.09748185,58.60807488,9,Spoiled,1,0.562398535,14.89785868,65.86947804,1,18.23625345,4.015227623
30.02358422,59.6480583,28,Spoiled,1,1.290804339,13.34442527,172.1937584,1,18.63715044,1.940607284
27.08908109,89.0349502,24,Spoiled,1,0.382139729,15.19312693,190.4244562,0,17.63149334,0.47845058
38.40838875,54.38944795,10,Spoiled,1,0.87866697,10.8496629,109.1285742,0,15.71883825,2.065972394
25.50298652,56.00194659,16,Safe,1,1.488747846,13.47002335,174.7912313,1,18.48483079,4.141063789
38.15148455,69.04072517,27,Spoiled,1,1.171508709,15.0237182,123.7892036,1,12.90709676,3.280730459
26.65947605,68.37787074,15,Risky,1,0.243979629,10.36712943,169.0932627,1,19.15279629,2.710166725
26.91232993,85.68338756,28,Spoiled,1,1.470812177,13.36323394,100.1068323,0,12.44125272,4.499547717
27.24876141,62.61627583,15,Safe,1,0.554061128,15.52814876,192.3921758,0,14.93735701,1.965852173
28.43877093,77.52538824,29,Spoiled,1,1.047077249,17.40663581,95.76495302,0,16.3383998,1.938821643
35.83378853,67.50412496,23,Spoiled,1,0.931938558,14.85017988,75.32889341,0,13.18480639,1.434334375
33.14086665,86.07047969,25,Spoiled,1,0.700687317,16.14186244,98.47178259,1,16.64637464,3.38805591
28.77698588,68.45909858,18,Spoiled,1,0.486291772,12.36609783,131.6162936,0,17.7151005,0.864100257
27.72396575,76.37415689,23,Spoiled,1,0.416781402,14.29149492,103.4838382,1,17.64397322,0.307715171
33.75087692,75.46678729,19,Spoiled,1,0.426665952,11.06160354,194.8276877,0,15.15472917,3.842105356
39.20925009,70.73632088,17,Spoiled,1,0.406199444,11.94958271,86.52005661,1,16.27643636,2.317739196
34.17181353,77.20911117,12,Risky,1,1.289224969,15.7680792,156.3944191,1,16.17489836,2.565386092
35.44976236,52.85026911,21,Spoiled,1,1.40040337,11.17972484,134.5605652,1,19.1580959,4.536215836
38.83749072,50.48433901,5,Spoiled,1,0.564760107,10.45151364,80.74688492,1,12.94045799,3.701565154
